ID,GENDER,AGE,EDUC_LEV,MAR_STATUS,HH_SIZE,RATIO
138131,female,26,9 to 11th grade,married or lives with partner,2,2.32
138132,female,68,college graduate,married or lives with partner,2,4.37
138134,male,31,HS graduate,married or lives with partner,2,2.03
138135,female,62,HS graduate,married or lives with partner,2,1.64
138136,male,56,HS graduate,never married,2,1.2
138137,male,35,college graduate,never married,1,5
138138,female,37,some college,married or lives with partner,3,1.28
138139,male,55,HS graduate,widow or divorced or separated,1,1.32
138140,female,53,HS graduate,married or lives with partner,4,
138141,female,67,college graduate,widow or divorced or separated,2,
138144,male,71,9 to 11th grade,married or lives with partner,1,4.29
138146,male,71,college graduate,married or lives with partner,2,5
138147,female,30,college graduate,married or lives with partner,5,3.41
138148,female,46,less than 9th grade,married or lives with partner,4,0.58
138149,male,45,some college,married or lives with partner,4,
138150,female,30,some college,widow or divorced or separated,3,0.87
138151,female,59,college graduate,married or lives with partner,2,1.12
138152,male,34,less than 9th grade,married or lives with partner,5,2.26
138153,female,66,college graduate,married or lives with partner,2,5
138154,female,65,less than 9th grade,widow or divorced or separated,5,0.37
138156,female,47,college graduate,married or lives with partner,4,
138157,female,80,some college,widow or divorced or separated,1,1.41
138158,female,60,HS graduate,widow or divorced or separated,5,2.26
138159,female,43,some college,married or lives with partner,4,1.32
138160,female,52,college graduate,married or lives with partner,2,5
138161,female,80,some college,married or lives with partner,2,2.73
138162,female,63,HS graduate,married or lives with partner,2,5
138163,female,31,some college,never married,3,1.29
138164,female,51,HS graduate,never married,1,0.18
138166,female,62,some college,married or lives with partner,4,2.83
138167,female,57,some college,widow or divorced or separated,3,0.68
138169,male,28,college graduate,married or lives with partner,2,2.67
138171,female,71,some college,widow or divorced or separated,4,2.48
138173,male,62,college graduate,married or lives with partner,4,2.67
138175,male,40,some college,married or lives with partner,4,3.6
138177,female,80,college graduate,widow or divorced or separated,1,5
138178,female,36,college graduate,never married,1,5
138181,female,67,college graduate,married or lives with partner,2,5
138182,female,80,HS graduate,widow or divorced or separated,2,
138184,male,76,HS graduate,married or lives with partner,2,5
138185,male,59,college graduate,married or lives with partner,2,5
138188,female,73,college graduate,married or lives with partner,2,5
138190,female,80,9 to 11th grade,widow or divorced or separated,1,1.7
138191,male,55,college graduate,never married,1,5
138193,female,80,less than 9th grade,widow or divorced or separated,5,0.05
138194,female,21,college graduate,never married,3,
138195,female,60,HS graduate,widow or divorced or separated,1,1.71
138196,male,61,some college,never married,1,3.09
138198,female,79,college graduate,married or lives with partner,2,3.28
138199,female,65,college graduate,married or lives with partner,2,5
138200,male,63,HS graduate,married or lives with partner,2,
138202,male,42,HS graduate,never married,1,5
138203,female,72,some college,married or lives with partner,2,0.83
138204,female,33,college graduate,never married,2,2.46
138205,male,58,some college,married or lives with partner,4,3.06
138207,female,65,some college,widow or divorced or separated,3,1.31
138208,female,80,some college,married or lives with partner,2,5
138209,male,24,some college,married or lives with partner,2,5
138211,male,37,college graduate,married or lives with partner,2,5
138212,female,73,HS graduate,married or lives with partner,4,1.83
138213,male,67,some college,married or lives with partner,2,
138217,male,75,some college,married or lives with partner,2,3
138218,female,37,college graduate,never married,1,5
138219,female,63,some college,widow or divorced or separated,7,5
138220,male,61,9 to 11th grade,married or lives with partner,4,0.79
138221,female,68,some college,widow or divorced or separated,3,1.14
138225,female,67,less than 9th grade,married or lives with partner,2,
138227,female,61,some college,married or lives with partner,2,2.48
138228,male,72,HS graduate,married or lives with partner,4,1.83
138229,male,53,HS graduate,widow or divorced or separated,1,5
138230,female,38,college graduate,married or lives with partner,6,0.48
138232,male,70,HS graduate,widow or divorced or separated,1,2.74
138234,male,30,HS graduate,married or lives with partner,5,0.92
138235,male,76,less than 9th grade,widow or divorced or separated,3,
138236,female,39,HS graduate,widow or divorced or separated,3,1.49
138237,male,28,HS graduate,never married,4,
138238,female,62,some college,widow or divorced or separated,2,1.09
138240,male,78,HS graduate,widow or divorced or separated,1,5
138241,female,52,some college,widow or divorced or separated,3,3.08
138244,male,80,HS graduate,widow or divorced or separated,1,3.43
138247,male,32,less than 9th grade,married or lives with partner,7,0.87
138248,female,36,HS graduate,married or lives with partner,4,1
138249,female,41,college graduate,never married,3,2.19
138250,female,34,college graduate,married or lives with partner,2,5
138252,male,50,HS graduate,widow or divorced or separated,1,4.18
138253,male,33,college graduate,never married,1,0.89
138254,male,79,college graduate,married or lives with partner,2,5
138255,female,65,some college,widow or divorced or separated,1,0.63
138257,female,72,less than 9th grade,never married,4,0.74
138258,female,62,college graduate,married or lives with partner,3,2.92
138261,female,58,9 to 11th grade,married or lives with partner,7,1.16
138263,female,31,9 to 11th grade,widow or divorced or separated,7,0.43
138267,male,70,HS graduate,married or lives with partner,2,2.03
138268,male,67,some college,widow or divorced or separated,1,3.31
138269,male,68,college graduate,widow or divorced or separated,1,2.58
138272,male,63,9 to 11th grade,widow or divorced or separated,2,2.48
138274,female,69,HS graduate,married or lives with partner,2,0.73
138275,male,24,HS graduate,never married,1,3.49
138280,female,65,college graduate,widow or divorced or separated,1,5
138283,female,80,less than 9th grade,widow or divorced or separated,2,0.05
138285,female,28,HS graduate,never married,2,1.37
138288,male,61,HS graduate,widow or divorced or separated,1,3.11
138290,male,23,college graduate,never married,4,5
138291,male,58,college graduate,widow or divorced or separated,2,5
138292,female,48,college graduate,married or lives with partner,2,5
138294,male,63,some college,widow or divorced or separated,6,0.67
138296,male,63,college graduate,married or lives with partner,2,
138297,male,40,college graduate,married or lives with partner,3,
138299,male,69,some college,widow or divorced or separated,5,
138300,female,73,some college,widow or divorced or separated,5,1.05
138301,female,21,some college,never married,2,
138302,female,39,some college,married or lives with partner,4,3.3
138305,female,80,9 to 11th grade,widow or divorced or separated,1,1.12
138308,female,41,college graduate,married or lives with partner,5,2.31
138311,male,31,9 to 11th grade,married or lives with partner,5,0.89
138313,female,27,college graduate,never married,1,5
138315,male,26,college graduate,never married,2,5
138316,male,59,HS graduate,married or lives with partner,3,5
138317,male,57,9 to 11th grade,widow or divorced or separated,3,0.7
138318,male,75,HS graduate,widow or divorced or separated,5,
138319,male,57,9 to 11th grade,never married,1,1.77
138320,male,68,HS graduate,married or lives with partner,2,2.16
138321,female,80,some college,widow or divorced or separated,1,2.5
138322,female,26,HS graduate,never married,3,3.37
138323,female,31,some college,never married,2,1.53
138324,female,71,HS graduate,widow or divorced or separated,1,0.96
138327,male,44,some college,never married,2,2.06
138328,male,57,9 to 11th grade,never married,1,0.43
138329,female,56,9 to 11th grade,never married,3,2.34
138330,female,64,some college,widow or divorced or separated,1,4.89
138331,male,36,college graduate,never married,1,5
138332,female,45,9 to 11th grade,never married,4,0.97
